main_author_orcid,openalex_id,title,publication_year,publication_date,doi,type,cited_by_count,journal,topics,co_authors,co_author_orcids,num_co_authors,abstract,keywords
0000-0002-3998-6482,W2092179843,"<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si1.gif"" display=""inline"" overflow=""scroll""><mml:mi>k</mml:mi></mml:math>-connectivity of uniform s-intersection graphs",2014,2014-07-02,https://doi.org/10.1016/j.disc.2014.06.014,article,13,Discrete Mathematics,Mobile Ad Hoc Networks; Complexity and Algorithms in Graphs; Stochastic processes and statistical mechanics,Mindaugas Bloznelis,0000-0002-2132-8430,1,,Mathematics; Combinatorics; Intersection (aeronautics); Vertex (graph theory); Intersection graph; Discrete mathematics; Adjacency list; Graph; Random graph; Line graph
0000-0002-3998-6482,W1250011919,Distributed algorithms for random graphs,2015,2015-09-03,https://doi.org/10.1016/j.tcs.2015.08.037,article,10,Theoretical Computer Science,Complexity and Algorithms in Graphs; Advanced Graph Theory Research; Mobile Ad Hoc Networks,Krzysztof Krzywdziński,0000-0002-0411-887X,1,,Vertex (graph theory); Random graph; Approximation algorithm; Matching (statistics); Mathematics; Distributed algorithm; Algorithm; Combinatorics; Discrete mathematics; Maximal independent set; Set (abstract data type); Dominating set; Computer science; Graph; Line graph; Pathwidth; Distributed computing
0000-0002-3998-6482,W2059112208,Constructions of independent sets in random intersection graphs,2014,2014-01-14,https://doi.org/10.1016/j.tcs.2014.01.006,article,6,Theoretical Computer Science,Stochastic processes and statistical mechanics; Limits and Structures in Graph Theory; Markov Chains and Monte Carlo Methods,,,0,,Intersection graph; Mathematics; Random graph; Combinatorics; Intersection (aeronautics); Discrete mathematics; Graph; Independent set; Line graph
0000-0002-3998-6482,W2744987803,Hamilton cycles in the line graph of a random graph,2017,2017-08-01,https://doi.org/10.1016/j.endm.2017.07.068,article,1,Electronic Notes in Discrete Mathematics,Limits and Structures in Graph Theory; Graph theory and applications; Advanced Graph Theory Research,,,0,,Mathematics; Line graph; Combinatorics; Butterfly graph; Random graph; Null graph; Discrete mathematics; Graph; Voltage graph
0000-0002-3998-6482,W2005062725,Coupling methods to establish threshold functions in random graphs,2013,2013-09-01,https://doi.org/10.1016/j.endm.2013.07.010,article,0,Electronic Notes in Discrete Mathematics,Limits and Structures in Graph Theory; Stochastic processes and statistical mechanics; Topological and Geometric Data Analysis,,,0,,Intersection (aeronautics); Coupling (piping); Mathematics; Random graph; Combinatorics; Discrete mathematics; Graph; Engineering
0000-0002-3998-6482,W2963923607,Poisson approximation of counts of induced subgraphs in random intersection graphs,2017,2017-05-16,https://doi.org/10.1016/j.disc.2017.04.013,article,0,Discrete Mathematics,Limits and Structures in Graph Theory; Stochastic processes and statistical mechanics; Advanced Graph Theory Research,Dudley Stark,0000-0001-8527-3996,1,,Mathematics; Combinatorics; Random graph; Random regular graph; Intersection graph; Intersection (aeronautics); Vertex (graph theory); Poisson distribution; Discrete mathematics; Graph; Constant (computer programming); Chordal graph; Line graph; 1-planar graph; Statistics
0000-0002-3998-6482,W3023905953,GHS algorithm on a graph with random weights,2020,2020-05-06,https://doi.org/10.1016/j.tcs.2020.04.013,article,0,Theoretical Computer Science,Complexity and Algorithms in Graphs; Cryptography and Data Security; DNA and Biological Computing,,,0,,Random graph; Mathematics; Algorithm; Graph; Minimum spanning tree; Computer science; Combinatorics; Discrete mathematics
0000-0002-3998-6482,W4240504708,Grafy losowe,2015,2015-07-01,https://doi.org/10.14708/wm.v51i1.4263,article,0,Wiadomości Matematyczne,Social Issues in Poland; Polish socio-economic development,,,0,,Psychology
0000-0002-0153-8406,W2042879562,Hybrid joint universality theorem for Dirichlet L-functions,2009,2009-12-07,https://doi.org/10.4064/aa141-1-3,article,9,Acta Arithmetica,Analytic Number Theory Research; Coding theory and cryptography,,,0,,Mathematics; Universality (dynamical systems); Dirichlet distribution; Pure mathematics; Mathematical analysis; Physics; Quantum mechanics
0000-0002-0153-8406,W2017024343,Applications of hybrid universality to multivariable zeta-functions,2011,2011-08-02,https://doi.org/10.1016/j.jnt.2011.05.004,article,4,Journal of Number Theory,Advanced Mathematical Identities; Analytic Number Theory Research; Advanced Combinatorial Mathematics,Takashi Nakamura,0000-0003-0730-2290,1,,Universality (dynamical systems); Mathematics; Euler's formula; Pure mathematics; Multivariable calculus; Mathematical analysis; Physics; Quantum mechanics
0000-0002-0153-8406,W2964119026,Value distribution for the derivatives of the logarithm of L-functions from the Selberg class in the half-plane of absolute convergence,2015,2015-08-08,https://doi.org/10.1016/j.jmaa.2015.08.003,article,2,Journal of Mathematical Analysis and Applications,Analytic Number Theory Research; Meromorphic and Entire Functions; Mathematical functions and polynomials,Takashi Nakamura,0000-0003-0730-2290,1,,Mathematics; Logarithm; Zero (linguistics); Value (mathematics); Mathematical analysis; Complex plane; Plane (geometry); Distribution (mathematics); Function (biology); Class (philosophy); Convergence (economics); Logarithmic derivative; Derivative (finance); Pure mathematics; Combinatorics; Geometry; Statistics
0000-0002-0153-8406,W1576044931,Zeros of multiple zeta-functions (Analytic Number Theory : related Multiple aspects of Arithmetic Functions),2012,2012-09-01,,article,0,Kyoto University Research Information Repository (Kyoto University),Advanced Mathematical Identities; Analytic Number Theory Research; Advanced Mathematical Theories,,,0,,Arithmetic; Mathematics; Analytic number theory; Discrete mathematics
0000-0002-0153-8406,W1602237483,On hybrid universality for L-functions (Functions in Number Theory and Their Probabilistic Aspects),2012,2012-08-01,,article,0,Kyoto University Research Information Repository (Kyoto University),Analytic Number Theory Research; Advanced Algebra and Geometry; Advanced Mathematical Identities,,,0,,Universality (dynamical systems); Probabilistic logic; Mathematics; Statistical physics; Statistics; Physics
0000-0002-0153-8406,W1621677168,Joint universality and generalized strong recurrence with rational parameter,2016,2016-01-08,https://doi.org/10.1016/j.jnt.2015.11.005,preprint,0,Journal of Number Theory,Analytic Number Theory Research; Analytic and geometric function theory; Graph theory and applications,,,0,,Universality (dynamical systems); Mathematics; Complement (music); Rational number; Combinatorics; Mathematical physics; Physics; Quantum mechanics
0000-0002-0153-8406,W2096425517,Large values of L-functions from the Selberg class,2016,2016-09-08,https://doi.org/10.1016/j.jmaa.2016.08.044,preprint,0,Journal of Mathematical Analysis and Applications,Analytic Number Theory Research; Meromorphic and Entire Functions; Mathematical Approximation and Integration,Christoph Aistleitner,0000-0002-1460-6164,1,,Diophantine approximation; Mathematical proof; Mathematics; Riemann hypothesis; Class (philosophy); Diophantine equation; Function (biology); Pure mathematics; Discrete mathematics; Algebra over a field; Computer science
0000-0002-0153-8406,W219964621,Applications of hybrid universality to multivariable zeta-functions (多重ゼータ値の諸相 : RIMS研究集会報告集),2012,2012-10-01,,article,0,数理解析研究所講究録,Bayesian Methods and Mixture Models; Advanced Mathematical Identities; Random Matrices and Applications,,,0,,Universality (dynamical systems); Multivariable calculus; Mathematics; Calculus (dental); Physics; Engineering; Medicine
0000-0002-0153-8406,W4283810394,Zeros of L(s)+L(2s)+⋯ + L(Ns) in the region of absolute convergence,2022,2022-06-29,https://doi.org/10.1016/j.jnt.2022.05.005,article,0,Journal of Number Theory,Analytic Number Theory Research; Advanced Mathematical Identities; Meromorphic and Entire Functions,Mattia Righetti,0000-0002-1030-9285,1,,Mathematics; Dirichlet series; Absolute convergence; Dirichlet distribution; Convergence (economics); Product (mathematics); Function (biology); Combinatorics; Dirichlet L-function; Series (stratigraphy); Euler's formula; Pure mathematics; Mathematical analysis; Geometry; Fourier series
0000-0002-0153-8406,W813003010,Applications of hybrid universality to multivariable zeta-functions (Various Aspects of Multiple Zeta Values),2012,2012-10-01,,article,0,Kyoto University Research Information Repository (Kyoto University),Advanced Mathematical Identities; Mathematical Inequalities and Applications; Analytic Number Theory Research,,,0,,Universality (dynamical systems); Multivariable calculus; Mathematics; Calculus (dental); Statistical physics; Physics; Engineering; Medicine; Control engineering
0000-0002-5395-3038,W2514919431,Dynamical properties of weighted composition operators on the space of smooth functions,2016,2016-08-25,https://doi.org/10.1016/j.jmaa.2016.08.029,article,22,Journal of Mathematical Analysis and Applications,Holomorphic and Operator Theory; Analytic and geometric function theory; Advanced Topics in Algebra,,,0,,Mathematics; Composition (language); Composition operator; Pure mathematics; Space (punctuation); Mathematical analysis; Banach space; Finite-rank operator; Computer science
0000-0002-5395-3038,W2040028208,Characterization of composition operators with closed range for one-dimensional smooth symbols,2014,2014-03-18,https://doi.org/10.1016/j.jfa.2014.02.032,article,10,Journal of Functional Analysis,Holomorphic and Operator Theory; Advanced Topics in Algebra; Algebraic and Geometric Analysis,,,0,,Characterization (materials science); Injective function; Mathematics; Composition operator; Composition (language); Operator (biology); Range (aeronautics); Pure mathematics; Combinatorics; Discrete mathematics; Finite-rank operator; Banach space; Chemistry
0000-0002-5395-3038,W2003563186,Composition operators with closed range for one-dimensional smooth symbols,2012,2012-10-11,https://doi.org/10.1016/j.jmaa.2012.10.009,article,9,Journal of Mathematical Analysis and Applications,Holomorphic and Operator Theory; Algebraic and Geometric Analysis; Mathematical Analysis and Transform Methods,,,0,,Injective function; Mathematics; Range (aeronautics); Composition operator; Composition (language); Operator (biology); Function (biology); Pure mathematics; Discrete mathematics; Combinatorics; Multiplication operator; Hilbert space
0000-0002-5395-3038,W2512623751,Corrigendum to “Characterization of composition operators with closed range for one-dimensional smooth symbols” [J. Funct. Anal. 266 (9) (2014) 5847–5857],2015,2015-08-20,https://doi.org/10.1016/j.jfa.2015.07.004,erratum,3,Journal of Functional Analysis,Approximation Theory and Sequence Spaces; Holomorphic and Operator Theory; Matrix Theory and Algorithms,,,0,,Mathematics; Characterization (materials science); Composition (language); Pure mathematics; Range (aeronautics); Pseudodifferential operators; Nanotechnology; Composite material; Materials science
0000-0002-5395-3038,W2272469459,Operatory kompozycji na przestrzeni funkcji gładkich,2015,2015-05-21,,article,0,Adam Mickiewicz University Repository (Adam Mickiewicz University in Poznan),Mathematics and Applications,,,0,,Visibility; Geography
0000-0001-5016-1433,W1979157561,Invariant subspace problem for classical spaces of functions,2011,2011-11-17,https://doi.org/10.1016/j.jfa.2011.11.003,article,14,Journal of Functional Analysis,Holomorphic and Operator Theory; Advanced Banach Space Theory; Mathematical Analysis and Transform Methods,,,0,,Mathematics; Linear subspace; Interpolation space; Pure mathematics; Reflexive space; Invariant (physics); Banach space; Hardy space; Banach manifold; Subspace topology; Reflexive operator algebra; Space (punctuation); Polydisc; Function space; Holomorphic function; Invariant subspace; Dual space; Mathematical analysis; Functional analysis; Lp space; Compact operator
0000-0001-5016-1433,W2031345959,Operator on the space of rapidly decreasing functions with all non-zero vectors hypercyclic,2013,2013-06-19,https://doi.org/10.1016/j.aim.2013.05.017,article,10,Advances in Mathematics,Holomorphic and Operator Theory; Advanced Banach Space Theory; Advanced Topics in Algebra,,,0,,Mathematics; Zero (linguistics); Space (punctuation); Operator (biology); Construct (python library); Orbit (dynamics); Pure mathematics; Mathematical analysis; Computer science
0000-0001-7119-7814,W2610989483,The multiplier algebra of the noncommutative Schwartz space,2017,2017-05-06,https://doi.org/10.1215/17358787-2017-0007,article,5,Banach Journal of Mathematical Analysis,Advanced Operator Algebra Research; Holomorphic and Operator Theory; Advanced Banach Space Theory,Krzysztof Piszczek,0000-0002-5732-2743,1,,Mathematics; Noncommutative geometry; Algebra over a field; Hilbert space; Multiplier (economics); Pure mathematics; Filtered algebra
0000-0001-7119-7814,W780919430,Algebra operatorów gładkich,2014,2014-06-16,,article,0,Adam Mickiewicz University Repository (Adam Mickiewicz University in Poznan),Accounting Theory and Financial Reporting; Mining and Industrial Processes,,,0,,Algebra over a field; Operator (biology); Mathematics; Computer science; Calculus (dental); Pure mathematics; Medicine
0000-0003-2484-143X,W2942263640,Primitive divisors of elliptic divisibility sequences over function fields with constant j-invariant,2020,2020-01-20,https://doi.org/10.1016/j.jnt.2019.12.002,preprint,0,Journal of Number Theory,Algebraic Geometry and Number Theory; Cryptography and Residue Arithmetic; Analytic Number Theory Research,Marco Streng,0000-0001-9954-948X,1,,Divisibility rule; Mathematics; Combinatorics; Elliptic curve; Upper and lower bounds; Invariant (physics); Fibonacci number; Genus; Prime factor; Constant (computer programming); Sequence (biology); Discrete mathematics; Prime (order theory); Pure mathematics; Mathematical analysis; Mathematical physics
0000-0003-2484-143X,W3124162895,Diophantine triples and K3 surfaces,2021,2021-08-23,https://doi.org/10.1016/j.jnt.2021.07.009,preprint,0,Journal of Number Theory,Cryptography and Residue Arithmetic; Algebraic Geometry and Number Theory; Coding theory and cryptography,Matija Kazalicki,0000-0002-0147-7914,1,,Diophantine equation; Fibration; Mathematics; Product (mathematics); Integer (computer science); Combinatorics; Finite field; Algebraic number field; Type (biology); Elliptic curve; Rational point; Rational number; Field (mathematics); Prime (order theory); Discrete mathematics; Pure mathematics; Mathematical analysis; Geometry
0000-0003-2484-143X,W4386875900,Divisibility sequences related to abelian varieties isogenous to a power of an elliptic curve,2025,2025-07-18,https://doi.org/10.1016/j.jnt.2025.06.001,preprint,0,Journal of Number Theory,Algebraic Geometry and Number Theory; Advanced Algebra and Geometry; Coding theory and cryptography,Matteo Verzobio,0000-0002-0854-0306,1,,Divisibility rule; Elliptic curve; Abelian group; Isogeny; Rank (graph theory); Mathematics; Abelian variety; Variety (cybernetics); Combinatorics; Sequence (biology); Pure mathematics; Discrete mathematics; Chemistry; Statistics
